  499.5820923    0.2020991    0.1838787    0.1828529    0.2027285    0.2075259    0.2293532
  502.1082458    0.2021438    0.1924940    0.1915257    0.2104145    0.1984258    0.2247527
  504.0583191    0.2275858    0.2286178    0.2232800    0.2254578    0.2303125    0.2455579
  505.9606628    0.2444290    0.2337875    0.2493115    0.2436647    0.2447594    0.2257373
  507.9299316    0.2425571    0.2366636    0.2471263    0.2432160    0.2413887    0.2306606
  509.8838806    0.3064018    0.2926621    0.3005767    0.3089096    0.3067360    0.2930076
  511.8799744    0.2937645    0.2788905    0.2818709    0.2882258    0.3023993    0.3001997
  513.8191528    0.3182259    0.2932223    0.2951218    0.3149967    0.3283459    0.3341768
  515.8018188    0.2936308    0.2372641    0.2566238    0.2939618    0.3064803    0.3030506
  518.0147705    0.3361018    0.2757225    0.2923242    0.3323052    0.3543393    0.3329900
  519.9841309    0.3473258    0.2603366    0.2930613    0.3297839    0.3817066    0.3371164
  521.9969482    0.4311252    0.3257830    0.3536704    0.3871187    0.4947157    0.4040596
  523.9598999    0.4861282    0.3304943    0.3630184    0.4053116    0.5954413    0.4472526
  526.0077515    0.5856417    0.3625402    0.4062053    0.4712979    0.7417676    0.5355792
  528.0393677    0.6918834    0.4003209    0.4417453    0.5487800    0.8942627    0.6291892
  530.0115356    0.8178957    0.4240853    0.4904804    0.6610750    1.0580434    0.7743530
  532.0507202    0.9198315    0.4371240    0.5018371    0.7688326    1.1833551    0.8886670
  534.0634155    1.1422467    0.5146232    0.6344773    0.9789348    1.4486420    1.1334388
  536.0713501    1.3854235    0.5643833    0.7674682    1.2138913    1.7398448    1.4187808
  538.0586548    1.6673516    0.6950015    0.9682290    1.4795622    2.0664454    1.6833930
  539.9064331    2.1144700    0.8836948    1.2996160    1.8860472    2.5953238    2.1211514
  542.1522827    2.6616786    1.1793587    1.7082030    2.3851676    3.2354224    2.6587591
  543.6994629    3.4509940    1.7220340    2.3413017    3.0883799    4.1534343    3.4079471
  546.1758423    4.3953018    2.4838500    3.1600361    3.9457283    5.2149191    4.3179007
  548.0810547    5.4536190    3.5238829    4.1610885    4.9433346    6.3393373    5.3392782
  550.1408691    6.8969445    4.8671904    5.6097455    6.3280606    7.8386607    6.7169847
  552.1600952    8.6039267    6.5648398    7.5037708    8.0178967    9.5168209    8.3691311
  554.1337891   10.6962442    8.8215332    9.8167162   10.0610018   11.5858250   10.4200497
