  334.3881531   13.1159754   14.9193401   12.9944801   13.5692520   12.6209469   11.8891964
  351.3750305   10.4428415    5.5369930    5.9228439   10.9263220   11.7609034    6.2561026
  360.5543823   57.5749512   51.3325958   53.7494011   60.1195602   56.8192177   52.1873589
  370.6617126  131.4530334  124.0968246  127.7605362  136.0873871  128.9914856  121.6402969
  380.8257446  207.3084106  205.5954590  206.2650146  213.7149048  202.2867279  194.0117950
  390.7212830  287.2714233  295.2164307  289.5999451  294.4453735  280.0516663  272.5832520
  398.9730225  333.5329285  347.0621948  337.6300964  340.6076355  325.5428162  318.4461060
  410.1068420  379.9730835  396.7498169  384.9743958  386.3646545  372.0911560  365.5852051
  421.0042114  418.8024292  435.7258606  424.4893799  424.5470581  411.2934570  405.4709473
  429.5612183  456.5747986  471.9060669  463.3465271  462.0125427  449.1942749  444.2659912
  440.5947571  490.7957764  505.0800171  499.5727234  496.3018799  482.9682007  479.8215637
  449.6809692  519.1937866  533.6433716  530.7850952  524.9706421  510.4620972  509.6027832
  460.0300903  542.8569946  560.2813721  557.6455688  548.9716187  532.8555908  534.6003418
  469.1604614  563.2857666  584.8590698  581.2777100  569.7271729  551.9293213  556.2292480
  480.5275879  581.1570435  607.4166870  602.1036987  587.7440796  568.6150513  575.1478882
  489.0402222  595.3421631  625.7291260  618.6402588  601.8910522  581.9555054  590.1660156
  499.8517761  608.0878296  641.5721436  632.9611206  614.4287109  594.2628784  603.3521729
  509.1992798  620.8867188  656.7543335  646.7175293  626.9006348  606.9252319  616.3468018
  520.4190063  634.5676880  671.8675537  660.7255249  640.1757812  620.7589111  629.8880615
  529.5665894  650.4082642  688.1601562  676.5901489  655.5683594  636.9364014  645.2513428
  538.8436890  663.9293823  701.1763916  689.6525269  668.6550293  650.9713745  658.1505127
  549.9874878  677.4226685  713.5321045  702.4910278  681.7454834  665.0468750  670.7021484
  559.4880981  688.7006836  725.4157715  714.7292480  696.0567017  673.4949951  681.6138916
  571.3232422  698.7429810  734.0084839  724.0587769  705.8601074  684.0193481  690.4434814
  579.6369629  710.9198608  745.0123291  735.5712280  717.8759155  696.5802002  701.2294312
  589.5733032  722.6310425  755.8808594  746.7855835  729.4773560  708.5673828  711.3947754
  598.5504761  730.4899292  763.1700439  754.1593628  737.2535400  716.6548462  717.7035522
  609.6494141  740.5356445  773.0013428  763.9331055  747.2637329  726.8112183  726.0582275
  619.7579956  749.5313110  782.0772705  772.6913452  756.2821045  735.8372192  733.3048096
  628.7066650  755.4697876  788.1307373  778.4165649  762.2316284  741.8077393  737.3867188
  640.9618530  762.5364990  795.5876465  785.3303833  769.3391113  748.8452759  742.6152954
  650.3332520  769.2554932  802.6949463  791.8906250  776.1192627  755.5197144  747.5181885
  659.9531860  772.9471436  806.7264404  795.3845825  779.8422241  759.2048950  749.5247192
  668.4263306  778.3101807  812.4445801  800.5686646  785.2784424  764.5206299  753.1730957
  681.2005615  780.5321655  814.8117065  802.4348755  787.5131836  766.8040771  753.6914062
  689.2968140  782.8709717  817.2402954  804.4360352  789.8626709  769.2061768  754.3328857
  699.6537476  785.6493530  820.0426025  806.7692261  792.6443481  772.0848389  755.6286011
  709.0703735  795.2138672  831.0397339  822.9768066  802.8640137  779.4210205  782.2358398
  719.4461060  793.5985107  828.9687500  820.6581421  801.1757812  778.0678101  779.2471924
  730.7031860  792.2535400  827.0774536  818.4965820  799.7488403  777.0272827  776.5715332
