  341.9984131    0.7720197    0.7754018    0.8153099    0.7745728    0.7594159    0.7721457
  351.4335022    0.5569565    0.5803560    0.5867901    0.5596921    0.5457948    0.5460769
  360.6566467    0.4425150    0.4769662    0.4623026    0.4559252    0.4238505    0.4020222
  370.6226196    0.4116659    0.4096456    0.4238045    0.4046924    0.4148478    0.4216599
  380.6691284    0.7351564    0.5163661    0.5901106    0.7146690    0.8037177    0.7823856
  390.8476868    4.2472878    4.0870819    4.2387180    4.2193365    4.2854371    4.0833883
  399.4258728  252.3691559  259.2884827  257.0451660  257.6938477  246.2367554  248.8915405
  403.6448975    1.0621479    1.3219782    1.2157260    1.0355678    1.0280442    0.9979296
  409.5091553  348.7605896  362.2633667  358.0245667  355.1064148  340.1714172  344.8042603
  420.8827820  388.0572815  399.4443970  400.2112122  394.1116333  379.1997986  385.0931702
  429.4533997  427.9596252  439.7039185  440.4562683  433.8767700  419.1092529  427.5963745
  439.8465881  467.1323853  480.9669800  481.2227478  473.1057739  457.6957092  469.5043335
  450.2698364  494.1323853  508.5524292  511.6606750  500.4561157  483.5453796  498.4393921
  460.5146790  517.3687134  534.5549316  538.3985596  524.1021729  505.3952942  523.5526123
  471.1571960  546.8016968  567.8303833  572.9142456  554.3924561  532.6082153  554.8071289
  480.3986816  552.0772705  577.1265869  581.4661865  559.6861572  536.7819824  561.6417847
  489.8438110  563.3715210  591.2443237  595.3615112  571.1819458  547.0730591  574.0955811
  499.5856628  576.8132324  608.0094604  609.5019531  584.3521729  560.3184204  588.2651978
  509.3702393  590.6487427  624.7298584  626.1812134  597.9000244  573.5015259  602.2177734
  520.0440063  603.9299927  640.3511963  638.0341797  610.8357544  587.2266846  616.0552979
  529.6317749  620.4135132  655.6033325  652.9174805  626.3300781  605.0170898  632.0136719
  540.1054077  627.1184082  664.1669922  693.1205444  634.2506104  602.6691895  633.2739868
  550.0106812  175.7456360  204.3035736  246.9868164  184.7521667  149.1494446  162.2665405
  559.3526001    0.8401845    0.9348839    1.0204065    0.8817909    0.7552722    0.8208411
  570.9287109    0.3964793    0.4370961    0.4804548    0.4131489    0.3594801    0.3913840
  579.8045044    0.1512782    0.1613168    0.1604193    0.1537920    0.1462205    0.1466253
  589.5812378    0.1210612    0.1289435    0.1264770    0.1230134    0.1175227    0.1195808
  600.6836548    0.1062293    0.1124572    0.1109967    0.1080032    0.1031234    0.1053784
  609.7692261    0.0205272    0.0225719    0.0207948    0.0213940    0.0195731    0.0182657
  620.2334595    0.0189976    0.0215618    0.0213595    0.0191183    0.0181391    0.0215490
  629.6865845    0.0146480    0.0178845    0.0174000    0.0148582    0.0135694    0.0136178
  640.2626953    0.0116152    0.0121857    0.0129718    0.0117230    0.0111513    0.0126401
  650.3481445    0.0117420    0.0120991    0.0122492    0.0119314    0.0114349    0.0144129
  659.8627319    0.0118350    0.0106579    0.0122995    0.0124413    0.0113068    0.0120539
  668.8168945    0.0142382    0.0169888    0.0151266    0.0145071    0.0135866    0.0149406
  679.7976074    0.0178496    0.0191533    0.0170405    0.0177059    0.0180590    0.0171565
  689.3952637    0.0598829    0.0612642    0.0618357    0.0607067    0.0586205    0.0539057
  699.3680420    0.0278536    0.0307252    0.0278828    0.0277982    0.0276683    0.0276295
  710.0421143    0.0416964    0.0450681    0.0410682    0.0422911    0.0410783    0.0390416
  720.5701294    0.0549291    0.0586853    0.0533059    0.0544338    0.0554340    0.0515610
  730.5242310    0.1066175    0.1044063    0.1031344    0.1055984    0.1084697    0.1058972
  739.4927979    0.0921645    0.0713715    0.0713625    0.0773116    0.1112128    0.0752988
  749.3052979    0.1202786    0.0516255    0.0532091    0.0881807    0.1685072    0.1015294
  759.1669922    0.2229542    0.0594997    0.0937119    0.1876829    0.2959225    0.2180624
  768.1557007    0.3446628    0.1242683    0.2259243    0.3270547    0.4047329    0.3506792
  780.0419312    0.5956286    0.7515625    0.6565973    0.5676423    0.5926496    0.5679545
  790.2711182    0.9737145    1.4556954    1.4741775    0.9751436    0.8169511    0.9024796
  799.0914307    1.4759711    1.8665377    2.1393263    1.6414751    1.1497120    1.5864787
  805.0000000    1.4740076    1.8618057    2.1048782    1.6425650    1.1530352    1.5594504
  819.0773926    1.5634334    2.0673704    2.1062601    1.6537265    1.3200564    1.6666026
